125, 135
120, 135
115, 133
110, 135
105, 98
100, 97
95, 99
90, 97
85, 98
80, 98
75, 98
70, 0
65, 0
60, 0
55, 0
50, 0
45, 0
40, 0
35, 0
30, 196
