30, 31
35, 33
40, 172
45, 104
50, 173
55, 172
60, 172
65, 174
70, 35
75, 33
80, 33
85, 32
90, 32
95, 31
100, 31
105, 31
110, 31
115, 31
120, 31
125, 32
130, 32
135, 32
140, 33
145, 35
150, 137
150, 135
145, 138
140, 0
135, 0
130, 34
125, 33
120, 32
115, 31
110, 31
105, 31
100, 31
95, 31
90, 31
85, 31
80, 31
75, 31
70, 32
65, 33
60, 33
55, 173
50, 173
45, 172
40, 172
35, 105
30, 104
30, 103
35, 103
40, 104
45, 107
50, 105
55, 173
60, 173
65, 175
70, 35
75, 33
80, 32
85, 32
90, 32
95, 31
100, 31
105, 31
110, 31
115, 31
120, 31
125, 32
130, 32
135, 32
140, 32
145, 35
150, 136
150, 136
145, 136
140, 136
135, 34
130, 33
125, 33
120, 32
115, 32
110, 31
105, 31
100, 31
95, 31
90, 31
85, 31
80, 31
75, 31
70, 32
65, 33
60, 34
55, 173
50, 172
45, 173
40, 172
35, 103
30, 105
30, 102
35, 103
40, 104
45, 111
50, 105
55, 174
60, 172
65, 129
70, 34
75, 35
80, 32
85, 31
90, 32
95, 31
100, 31
105, 31
110, 31
115, 31
120, 31
125, 32
130, 32
135, 32
140, 33
145, 35
150, 137
150, 136
145, 136
140, 136
135, 34
130, 34
125, 33
120, 32
115, 32
110, 31
105, 31
100, 31
95, 31
90, 31
85, 31
80, 31
75, 31
70, 32
65, 33
60, 34
55, 174
50, 174
45, 173
40, 174
35, 105
30, 104
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
Heading 90.00, deg 
RPM1 0.00, RPM2 0.00, Counter1 0, Counter2 0, distanceTraveled 0.00, posX 0.00, posY 0.00
30, 102
35, 102
40, 103
45, 102
50, 103
55, 173
60, 173
65, 128
70, 34
75, 33
80, 33
85, 32
