30, 0
35, 0
40, 0
45, 0
50, 0
55, 0
60, 0
65, 0
70, 0
75, 0
80, 0
85, 0
90, 0
95, 0
100, 0
105, 0
110, 0
115, 0
120, 0
125, 0
130, 0
135, 0
140, 0
145, 0
150, 101
150, 0
145, 0
140, 0
135, 0
130, 0
125, 0
120, 0
115, 0
110, 0
105, 0
100, 0
95, 0
90, 0
85, 0
80, 0
75, 0
70, 0
65, 0
60, 0
55, 0
50, 0
45, 0
40, 0
35, 0
30, 0
30, 38
35, 38
40, 0
45, 0
50, 0
55, 0
60, 0
65, 0
70, 0
75, 0
80, 0
85, 0
90, 0
95, 0
100, 0
105, 0
110, 0
115, 0
120, 0
125, 0
130, 0
135, 0
140, 0
145, 0
150, 0
150, 0
145, 0
140, 0
135, 0
130, 0
125, 0
120, 0
115, 0
110, 0
105, 0
100, 0
95, 0
90, 0
85, 0
80, 0
75, 0
70, 0
65, 0
60, 0
55, 0
50, 0
45, 0
40, 0
35, 0
30, 0
30, 100
35, 99
40, 99
45, 101
50, 35
55, 33
60, 33
65, 32
70, 32
75, 32
80, 32
85, 32
90, 32
95, 33
100, 33
105, 33
110, 34
115, 35
120, 104
125, 102
130, 101
135, 101
140, 55
145, 55
150, 56
150, 55
145, 56
140, 56
135, 55
130, 56
125, 102
120, 103
115, 102
110, 0
105, 35
100, 35
95, 33
90, 33
85, 33
80, 33
75, 32
70, 32
65, 32
60, 32
55, 32
50, 33
45, 33
40, 33
35, 99
30, 99
30, 0
35, 0
40, 98
45, 100
50, 34
55, 34
60, 33
65, 33
70, 32
75, 32
80, 32
85, 32
90, 33
95, 33
100, 33
105, 33
110, 34
115, 35
120, 105
125, 55
130, 101
135, 69
140, 56
145, 56
150, 55
150, 55
145, 55
140, 55
135, 55
130, 56
125, 69
120, 55
115, 103
110, 105
105, 35
100, 35
95, 33
90, 33
85, 33
80, 32
75, 32
70, 32
65, 32
60, 32
55, 32
50, 33
45, 33
40, 33
35, 99
30, 101
30, 100
35, 99
40, 99
45, 36
50, 34
55, 33
60, 33
65, 33
70, 32
75, 32
80, 32
85, 32
90, 32
95, 32
100, 33
105, 33
110, 34
115, 35
120, 103
125, 102
130, 102
135, 69
140, 56
145, 56
150, 54
150, 54
145, 54
140, 54
135, 56
130, 56
125, 69
120, 56
115, 101
110, 101
105, 0
100, 35
95, 34
90, 35
85, 34
80, 34
75, 32
70, 33
65, 32
60, 33
55, 32
50, 32
45, 33
40, 33
35, 100
30, 100
30, 66
35, 66
40, 50
45, 49
50, 48
55, 47
60, 48
65, 48
70, 24
75, 23
80, 23
85, 22
90, 22
95, 22
100, 22
105, 22
110, 22
115, 22
120, 23
125, 23
130, 24
135, 0
140, 0
145, 76
150, 74
150, 74
145, 74
140, 74
135, 76
130, 0
125, 0
120, 24
115, 23
110, 23
105, 22
100, 22
95, 22
90, 22
85, 22
80, 22
75, 22
70, 22
65, 23
60, 23
55, 48
50, 47
45, 48
40, 47
35, 48
30, 49
